INFO 2025-04-12 05:36:24,547 autoreload Watching for file changes with StatReloader
INFO 2025-04-12 05:36:42,139 autoreload Watching for file changes with StatReloader
INFO 2025-04-12 05:36:43,890 basehttp "GET /api/ping/ HTTP/1.1" 200 15
INFO 2025-04-12 05:36:44,565 basehttp "POST /api/sessions/create_session/ HTTP/1.1" 200 246
INFO 2025-04-12 05:36:44,602 basehttp "GET /api/sessions/ HTTP/1.1" 200 1320
INFO 2025-04-12 05:36:48,603 basehttp "GET /api/sessions/ HTTP/1.1" 200 1320
INFO 2025-04-12 05:36:48,614 basehttp "POST /api/sessions/55cfe6aa-36a9-4c19-99ba-ef1847fbc1de/switch_philosopher/ HTTP/1.1" 200 397
INFO 2025-04-12 05:36:48,638 basehttp "GET /api/sessions/ HTTP/1.1" 200 1471
INFO 2025-04-12 05:36:53,483 basehttp "GET /api/sessions/ HTTP/1.1" 200 1471
ERROR 2025-04-12 05:36:53,574 views Error generating response: No secrets found. Valid paths for a secrets.toml file or secret directories are: /Users/dhairyabhatt/.streamlit/secrets.toml, /Users/dhairyabhatt/code_dir/philosophy_ai-main/.streamlit/secrets.toml
ERROR 2025-04-12 05:36:53,574 log Internal Server Error: /api/sessions/55cfe6aa-36a9-4c19-99ba-ef1847fbc1de/add_message/
ERROR 2025-04-12 05:36:53,574 basehttp "POST /api/sessions/55cfe6aa-36a9-4c19-99ba-ef1847fbc1de/add_message/ HTTP/1.1" 500 446
INFO 2025-04-12 05:37:01,890 basehttp "GET /api/sessions/ HTTP/1.1" 200 1595
INFO 2025-04-12 05:37:01,906 basehttp "POST /api/sessions/55cfe6aa-36a9-4c19-99ba-ef1847fbc1de/switch_philosopher/ HTTP/1.1" 200 697
INFO 2025-04-12 05:37:01,929 basehttp "GET /api/sessions/ HTTP/1.1" 200 1771
INFO 2025-04-12 05:37:05,749 basehttp "GET /api/sessions/ HTTP/1.1" 200 1771
ERROR 2025-04-12 05:37:05,758 views Error generating response: No secrets found. Valid paths for a secrets.toml file or secret directories are: /Users/dhairyabhatt/.streamlit/secrets.toml, /Users/dhairyabhatt/code_dir/philosophy_ai-main/.streamlit/secrets.toml
ERROR 2025-04-12 05:37:05,758 log Internal Server Error: /api/sessions/55cfe6aa-36a9-4c19-99ba-ef1847fbc1de/add_message/
ERROR 2025-04-12 05:37:05,758 basehttp "POST /api/sessions/55cfe6aa-36a9-4c19-99ba-ef1847fbc1de/add_message/ HTTP/1.1" 500 446
INFO 2025-04-12 05:38:17,816 autoreload /Users/dhairyabhatt/code_dir/philosophy_ai-main/philosophy_api/views.py changed, reloading.
INFO 2025-04-12 05:38:18,539 autoreload Watching for file changes with StatReloader
INFO 2025-04-12 05:39:31,601 autoreload Watching for file changes with StatReloader
INFO 2025-04-12 05:39:33,282 basehttp "GET /api/ping/ HTTP/1.1" 200 15
INFO 2025-04-12 05:39:34,100 basehttp "POST /api/sessions/create_session/ HTTP/1.1" 200 246
INFO 2025-04-12 05:39:34,146 basehttp "GET /api/sessions/ HTTP/1.1" 200 2142
INFO 2025-04-12 05:39:37,230 basehttp "GET /api/sessions/ HTTP/1.1" 200 2142
INFO 2025-04-12 05:39:38,100 basehttp "POST /api/sessions/19759ab0-e548-4e2b-aa5d-13f8fba5a1c9/add_message/ HTTP/1.1" 200 337
INFO 2025-04-12 05:39:40,915 basehttp "GET /api/sessions/ HTTP/1.1" 200 2663
INFO 2025-04-12 05:39:40,927 basehttp "POST /api/sessions/19759ab0-e548-4e2b-aa5d-13f8fba5a1c9/switch_philosopher/ HTTP/1.1" 200 919
INFO 2025-04-12 05:39:40,951 basehttp "GET /api/sessions/ HTTP/1.1" 200 2815
INFO 2025-04-12 05:39:49,430 basehttp "GET /api/sessions/ HTTP/1.1" 200 2815
INFO 2025-04-12 05:39:50,346 basehttp "POST /api/sessions/19759ab0-e548-4e2b-aa5d-13f8fba5a1c9/add_message/ HTTP/1.1" 200 543
INFO 2025-04-12 05:40:42,764 basehttp "GET /api/sessions/ HTTP/1.1" 200 3565
INFO 2025-04-12 05:40:43,876 basehttp "POST /api/sessions/19759ab0-e548-4e2b-aa5d-13f8fba5a1c9/add_message/ HTTP/1.1" 200 1167
INFO 2025-04-12 05:42:12,788 basehttp "GET /api/sessions/ HTTP/1.1" 200 4947
INFO 2025-04-12 05:42:12,799 basehttp "POST /api/sessions/19759ab0-e548-4e2b-aa5d-13f8fba5a1c9/switch_philosopher/ HTTP/1.1" 200 3225
INFO 2025-04-12 05:42:12,831 basehttp "GET /api/sessions/ HTTP/1.1" 200 5121
INFO 2025-04-12 05:42:22,332 basehttp "GET /api/sessions/ HTTP/1.1" 200 5121
INFO 2025-04-12 05:42:23,707 basehttp "POST /api/sessions/19759ab0-e548-4e2b-aa5d-13f8fba5a1c9/add_message/ HTTP/1.1" 200 1374
INFO 2025-04-12 06:26:21,488 autoreload Watching for file changes with StatReloader
INFO 2025-04-12 06:26:23,856 basehttp "GET /api/ping/ HTTP/1.1" 200 15
INFO 2025-04-12 06:30:28,381 autoreload Watching for file changes with StatReloader
INFO 2025-04-12 06:30:30,127 basehttp "GET /api/ping/ HTTP/1.1" 200 15
INFO 2025-04-13 14:47:33,956 autoreload Watching for file changes with StatReloader
INFO 2025-04-13 14:47:35,709 basehttp "GET /api/ping/ HTTP/1.1" 200 15
INFO 2025-04-13 14:51:51,502 autoreload /Users/dhairyabhatt/code_dir/philosophy_ai-main/philosophy_project/settings.py changed, reloading.
INFO 2025-04-13 14:51:51,860 autoreload Watching for file changes with StatReloader
INFO 2025-04-13 14:52:08,159 autoreload /Users/dhairyabhatt/code_dir/philosophy_ai-main/philosophy_api/views.py changed, reloading.
INFO 2025-04-13 14:52:08,519 autoreload Watching for file changes with StatReloader
INFO 2025-04-13 14:52:45,421 autoreload /Users/dhairyabhatt/code_dir/philosophy_ai-main/philosophy_api/urls.py changed, reloading.
INFO 2025-04-13 14:52:45,764 autoreload Watching for file changes with StatReloader
WARNING 2025-04-13 14:53:46,604 log Bad Request: /api/auth/register/
WARNING 2025-04-13 14:53:46,604 basehttp "POST /api/auth/register/ HTTP/1.1" 400 192
INFO 2025-04-13 14:57:19,310 autoreload /Users/dhairyabhatt/code_dir/philosophy_ai-main/philosophy_api/serializers.py changed, reloading.
INFO 2025-04-13 14:57:19,788 autoreload Watching for file changes with StatReloader
WARNING 2025-04-13 14:57:25,788 log Bad Request: /api/auth/register/
WARNING 2025-04-13 14:57:25,788 basehttp "POST /api/auth/register/ HTTP/1.1" 400 192
WARNING 2025-04-13 14:57:52,324 log Bad Request: /api/auth/login/
WARNING 2025-04-13 14:57:52,325 basehttp "POST /api/auth/login/ HTTP/1.1" 400 50
WARNING 2025-04-13 14:58:15,604 log Bad Request: /api/auth/register/
WARNING 2025-04-13 14:58:15,605 basehttp "POST /api/auth/register/ HTTP/1.1" 400 192
WARNING 2025-04-13 14:58:25,342 log Bad Request: /api/auth/register/
WARNING 2025-04-13 14:58:25,342 basehttp "POST /api/auth/register/ HTTP/1.1" 400 123
WARNING 2025-04-13 14:58:56,956 log Bad Request: /api/auth/register/
WARNING 2025-04-13 14:58:56,956 basehttp "POST /api/auth/register/ HTTP/1.1" 400 86
INFO 2025-04-13 14:59:33,869 basehttp "POST /api/auth/register/ HTTP/1.1" 201 579
INFO 2025-04-13 14:59:35,444 basehttp "GET /api/philosophers/ HTTP/1.1" 200 248
WARNING 2025-04-13 14:59:35,447 log Forbidden: /api/sessions/
WARNING 2025-04-13 14:59:35,447 basehttp "GET /api/sessions/ HTTP/1.1" 403 58
INFO 2025-04-13 14:59:46,959 basehttp "GET /api/philosophers/ HTTP/1.1" 200 248
WARNING 2025-04-13 14:59:46,965 log Forbidden: /api/sessions/create_session/
WARNING 2025-04-13 14:59:46,966 basehttp "POST /api/sessions/create_session/ HTTP/1.1" 403 58
WARNING 2025-04-13 14:59:46,970 log Forbidden: /api/sessions/
WARNING 2025-04-13 14:59:46,970 basehttp "GET /api/sessions/ HTTP/1.1" 403 58
INFO 2025-04-13 15:00:10,835 basehttp "GET /api/philosophers/ HTTP/1.1" 200 248
WARNING 2025-04-13 15:00:10,841 log Forbidden: /api/sessions/
WARNING 2025-04-13 15:00:10,841 basehttp "GET /api/sessions/ HTTP/1.1" 403 58
INFO 2025-04-13 15:00:12,126 basehttp "GET /api/philosophers/ HTTP/1.1" 200 248
WARNING 2025-04-13 15:00:12,131 log Forbidden: /api/sessions/create_session/
WARNING 2025-04-13 15:00:12,131 basehttp "POST /api/sessions/create_session/ HTTP/1.1" 403 58
WARNING 2025-04-13 15:00:12,136 log Forbidden: /api/sessions/
WARNING 2025-04-13 15:00:12,137 basehttp "GET /api/sessions/ HTTP/1.1" 403 58
INFO 2025-04-13 15:00:52,995 basehttp "GET /api/philosophers/ HTTP/1.1" 200 248
WARNING 2025-04-13 15:00:53,000 log Forbidden: /api/sessions/create_session/
WARNING 2025-04-13 15:00:53,000 basehttp "POST /api/sessions/create_session/ HTTP/1.1" 403 58
WARNING 2025-04-13 15:00:53,005 log Forbidden: /api/sessions/
WARNING 2025-04-13 15:00:53,006 basehttp "GET /api/sessions/ HTTP/1.1" 403 58
INFO 2025-04-13 15:00:53,378 basehttp "GET /api/philosophers/ HTTP/1.1" 200 248
WARNING 2025-04-13 15:00:53,380 log Forbidden: /api/sessions/create_session/
WARNING 2025-04-13 15:00:53,380 basehttp "POST /api/sessions/create_session/ HTTP/1.1" 403 58
WARNING 2025-04-13 15:00:53,382 log Forbidden: /api/sessions/
WARNING 2025-04-13 15:00:53,382 basehttp "GET /api/sessions/ HTTP/1.1" 403 58
INFO 2025-04-13 15:00:53,547 basehttp "GET /api/philosophers/ HTTP/1.1" 200 248
WARNING 2025-04-13 15:00:53,551 log Forbidden: /api/sessions/create_session/
WARNING 2025-04-13 15:00:53,551 basehttp "POST /api/sessions/create_session/ HTTP/1.1" 403 58
WARNING 2025-04-13 15:00:53,554 log Forbidden: /api/sessions/
WARNING 2025-04-13 15:00:53,555 basehttp "GET /api/sessions/ HTTP/1.1" 403 58
INFO 2025-04-13 15:46:13,792 autoreload /Users/dhairyabhatt/code_dir/philosophy_ai-main/philosophy_api/views.py changed, reloading.
INFO 2025-04-13 15:46:14,208 autoreload Watching for file changes with StatReloader
INFO 2025-04-15 04:08:16,225 autoreload Watching for file changes with StatReloader
INFO 2025-04-15 04:08:16,974 basehttp "GET /api/ping/ HTTP/1.1" 200 15
WARNING 2025-04-15 04:08:50,913 log Bad Request: /api/auth/register/
